Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Demand_Rank,Demand_Contribution,Demand_Change,Demand_Growth
P1,172,Nike Women's Tempo Shorts,2016-11-06,6,7.0,0.0062959076600209,-17.0,-0.7391304347826086
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-11-06,6,7.0,0.0062959076600209,-6.0,-0.5
P1,276,Under Armour Women's Ignite Slide,2016-11-06,2,8.0,0.0020986358866736,-15.0,-0.8823529411764706
P1,273,Under Armour Kids' Mercenary Slide,2016-11-06,1,9.0,0.0010493179433368,1.0,
P1,365,Perfect Fitness Perfect Rip Deck,2016-11-13,502,1.0,0.485024154589372,-13.0,-0.0252427184466019
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-13,278,2.0,0.2685990338164251,44.0,0.188034188034188
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-11-13,179,3.0,0.1729468599033816,29.0,0.1933333333333333
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-11-13,24,4.0,0.0231884057971014,18.0,3.0
P1,273,Under Armour Kids' Mercenary Slide,2016-11-13,21,5.0,0.0202898550724637,20.0,20.0
P1,276,Under Armour Women's Ignite Slide,2016-11-13,17,6.0,0.0164251207729468,15.0,7.5
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-11-13,6,7.0,0.0057971014492753,-6.0,-0.5
P1,278,Under Armour Men's Compression EV SL Slide,2016-11-13,6,7.0,0.0057971014492753,-10.0,-0.625
P1,172,Nike Women's Tempo Shorts,2016-11-13,2,8.0,0.0019323671497584,-4.0,-0.6666666666666666
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-11-13,0,9.0,0.0,-11.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-11-20,529,1.0,0.5248015873015873,27.0,0.0537848605577689
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-20,289,2.0,0.2867063492063492,11.0,0.039568345323741
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-11-20,144,3.0,0.1428571428571428,-35.0,-0.1955307262569832
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-11-20,17,4.0,0.0168650793650793,-7.0,-0.2916666666666667
P1,172,Nike Women's Tempo Shorts,2016-11-20,10,5.0,0.0099206349206349,8.0,4.0
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-11-20,9,6.0,0.0089285714285714,3.0,0.5
P1,278,Under Armour Men's Compression EV SL Slide,2016-11-20,3,7.0,0.0029761904761904,-3.0,-0.5
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-11-20,3,7.0,0.0029761904761904,3.0,
P1,273,Under Armour Kids' Mercenary Slide,2016-11-20,2,8.0,0.0019841269841269,-19.0,-0.9047619047619048
P1,276,Under Armour Women's Ignite Slide,2016-11-20,2,8.0,0.0019841269841269,-15.0,-0.8823529411764706
P1,365,Perfect Fitness Perfect Rip Deck,2016-11-27,503,1.0,0.5091093117408907,-26.0,-0.0491493383742911
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-11-27,295,2.0,0.298582995951417,6.0,0.0207612456747404
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-11-27,143,3.0,0.1447368421052631,-1.0,-0.0069444444444444
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-11-27,14,4.0,0.0141700404858299,-3.0,-0.1764705882352941
P1,273,Under Armour Kids' Mercenary Slide,2016-11-27,10,5.0,0.0101214574898785,8.0,4.0
P1,172,Nike Women's Tempo Shorts,2016-11-27,7,6.0,0.0070850202429149,-3.0,-0.3
P1,276,Under Armour Women's Ignite Slide,2016-11-27,7,6.0,0.0070850202429149,5.0,2.5
P1,278,Under Armour Men's Compression EV SL Slide,2016-11-27,4,7.0,0.0040485829959514,1.0,0.3333333333333333
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-11-27,3,8.0,0.0030364372469635,0.0,0.0
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-11-27,2,9.0,0.0020242914979757,-7.0,-0.7777777777777778
P1,365,Perfect Fitness Perfect Rip Deck,2016-12-04,582,1.0,0.5590778097982709,79.0,0.1570576540755467
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-04,274,2.0,0.2632084534101825,-21.0,-0.0711864406779661
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-12-04,152,3.0,0.1460134486071085,9.0,0.0629370629370629
P1,276,Under Armour Women's Ignite Slide,2016-12-04,12,4.0,0.0115273775216138,5.0,0.7142857142857143
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-12-04,7,5.0,0.0067243035542747,5.0,2.5
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-12-04,6,6.0,0.0057636887608069,3.0,1.0
P1,278,Under Armour Men's Compression EV SL Slide,2016-12-04,5,7.0,0.004803073967339,1.0,0.25
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-12-04,3,8.0,0.0028818443804034,-11.0,-0.7857142857142857
P1,172,Nike Women's Tempo Shorts,2016-12-04,0,9.0,0.0,-7.0,-1.0
P1,273,Under Armour Kids' Mercenary Slide,2016-12-04,0,9.0,0.0,-10.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-12-11,570,1.0,0.5480769230769231,-12.0,-0.0206185567010309
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-11,264,2.0,0.2538461538461538,-10.0,-0.0364963503649635
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-12-11,157,3.0,0.1509615384615384,5.0,0.0328947368421052
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-12-11,11,4.0,0.010576923076923,4.0,0.5714285714285714
P1,273,Under Armour Kids' Mercenary Slide,2016-12-11,8,5.0,0.0076923076923076,8.0,
P1,278,Under Armour Men's Compression EV SL Slide,2016-12-11,8,5.0,0.0076923076923076,3.0,0.6
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-12-11,8,5.0,0.0076923076923076,2.0,0.3333333333333333
P1,172,Nike Women's Tempo Shorts,2016-12-11,5,6.0,0.0048076923076923,5.0,
P1,276,Under Armour Women's Ignite Slide,2016-12-11,5,6.0,0.0048076923076923,-7.0,-0.5833333333333334
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-12-11,4,7.0,0.0038461538461538,1.0,0.3333333333333333
P1,365,Perfect Fitness Perfect Rip Deck,2016-12-18,562,1.0,0.5367717287488061,-8.0,-0.0140350877192982
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-18,271,2.0,0.2588347659980898,7.0,0.0265151515151515
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-12-18,148,3.0,0.1413562559694365,-9.0,-0.0573248407643312
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-12-18,14,4.0,0.0133715377268385,10.0,2.5
P1,172,Nike Women's Tempo Shorts,2016-12-18,13,5.0,0.0124164278892072,8.0,1.6
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-12-18,11,6.0,0.0105062082139446,0.0,0.0
P1,273,Under Armour Kids' Mercenary Slide,2016-12-18,7,7.0,0.0066857688634192,-1.0,-0.125
P1,276,Under Armour Women's Ignite Slide,2016-12-18,7,7.0,0.0066857688634192,2.0,0.4
P1,278,Under Armour Men's Compression EV SL Slide,2016-12-18,7,7.0,0.0066857688634192,-1.0,-0.125
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-12-18,7,7.0,0.0066857688634192,-1.0,-0.125
P1,365,Perfect Fitness Perfect Rip Deck,2016-12-25,502,1.0,0.5117227319062182,-60.0,-0.1067615658362989
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-12-25,282,2.0,0.2874617737003058,11.0,0.040590405904059
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-12-25,136,3.0,0.1386340468909276,-12.0,-0.081081081081081
P1,273,Under Armour Kids' Mercenary Slide,2016-12-25,13,4.0,0.0132517838939857,6.0,0.8571428571428571
P1,278,Under Armour Men's Compression EV SL Slide,2016-12-25,13,4.0,0.0132517838939857,6.0,0.8571428571428571
P1,172,Nike Women's Tempo Shorts,2016-12-25,8,5.0,0.0081549439347604,-5.0,-0.3846153846153846
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-12-25,8,5.0,0.0081549439347604,-3.0,-0.2727272727272727
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-12-25,8,5.0,0.0081549439347604,1.0,0.1428571428571428
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-12-25,6,6.0,0.0061162079510703,-8.0,-0.5714285714285714
P1,276,Under Armour Women's Ignite Slide,2016-12-25,5,7.0,0.0050968399592252,-2.0,-0.2857142857142857
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-01,480,1.0,0.532150776053215,-22.0,-0.0438247011952191
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-01,227,2.0,0.2516629711751663,-55.0,-0.1950354609929078
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-01,173,3.0,0.1917960088691796,37.0,0.2720588235294117
P1,273,Under Armour Kids' Mercenary Slide,2017-01-01,7,4.0,0.007760532150776,-6.0,-0.4615384615384615
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-01,4,5.0,0.0044345898004434,-2.0,-0.3333333333333333
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-01,4,5.0,0.0044345898004434,-9.0,-0.6923076923076923
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-01,3,6.0,0.0033259423503325,-5.0,-0.625
P1,172,Nike Women's Tempo Shorts,2017-01-01,2,7.0,0.0022172949002217,-6.0,-0.75
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-01,2,7.0,0.0022172949002217,-6.0,-0.75
P1,276,Under Armour Women's Ignite Slide,2017-01-01,0,8.0,0.0,-5.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-08,495,1.0,0.4876847290640394,15.0,0.03125
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-08,296,2.0,0.2916256157635468,69.0,0.3039647577092511
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-08,172,3.0,0.1694581280788177,-1.0,-0.0057803468208092
P1,172,Nike Women's Tempo Shorts,2017-01-08,15,4.0,0.0147783251231527,13.0,6.5
P1,273,Under Armour Kids' Mercenary Slide,2017-01-08,10,5.0,0.0098522167487684,3.0,0.4285714285714285
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-08,8,6.0,0.0078817733990147,6.0,3.0
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-08,7,7.0,0.0068965517241379,3.0,0.75
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-08,6,8.0,0.005911330049261,3.0,1.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-08,3,9.0,0.0029556650246305,-1.0,-0.25
P1,276,Under Armour Women's Ignite Slide,2017-01-08,3,9.0,0.0029556650246305,3.0,
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-15,506,1.0,0.5371549893842887,11.0,0.0222222222222222
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-15,241,2.0,0.2558386411889596,-55.0,-0.1858108108108108
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-15,141,3.0,0.1496815286624203,-31.0,-0.1802325581395348
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-15,22,4.0,0.0233545647558386,19.0,6.333333333333333
P1,172,Nike Women's Tempo Shorts,2017-01-15,12,5.0,0.0127388535031847,-3.0,-0.2
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-15,7,6.0,0.0074309978768577,-1.0,-0.125
P1,273,Under Armour Kids' Mercenary Slide,2017-01-15,5,7.0,0.0053078556263269,-5.0,-0.5
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-15,5,7.0,0.0053078556263269,-1.0,-0.1666666666666666
P1,276,Under Armour Women's Ignite Slide,2017-01-15,3,8.0,0.0031847133757961,0.0,0.0
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-15,0,9.0,0.0,-7.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-22,585,1.0,0.5472404115996258,79.0,0.1561264822134387
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-22,301,2.0,0.2815715622076707,60.0,0.2489626556016597
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-22,141,3.0,0.1318989710009354,0.0,0.0
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-22,14,4.0,0.0130963517305893,7.0,1.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-22,11,5.0,0.010289990645463,-11.0,-0.5
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-22,7,6.0,0.0065481758652946,7.0,
P1,172,Nike Women's Tempo Shorts,2017-01-22,4,7.0,0.0037418147801683,-8.0,-0.6666666666666666
P1,273,Under Armour Kids' Mercenary Slide,2017-01-22,3,8.0,0.0028063610851262,-2.0,-0.4
P1,276,Under Armour Women's Ignite Slide,2017-01-22,3,8.0,0.0028063610851262,0.0,0.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-22,0,9.0,0.0,-5.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-29,489,1.0,0.5202127659574468,-96.0,-0.1641025641025641
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-29,269,2.0,0.2861702127659574,-32.0,-0.1063122923588039
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-29,150,3.0,0.1595744680851064,9.0,0.0638297872340425
P1,172,Nike Women's Tempo Shorts,2017-01-29,9,4.0,0.0095744680851063,5.0,1.25
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-29,9,4.0,0.0095744680851063,9.0,
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-29,8,5.0,0.0085106382978723,1.0,0.1428571428571428
P1,273,Under Armour Kids' Mercenary Slide,2017-01-29,6,6.0,0.0063829787234042,3.0,1.0
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-29,0,7.0,0.0,-14.0,-1.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-29,0,7.0,0.0,-11.0,-1.0
P1,276,Under Armour Women's Ignite Slide,2017-01-29,0,7.0,0.0,-3.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-02-05,502,1.0,0.5040160642570282,13.0,0.0265848670756646
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-05,323,2.0,0.32429718875502,54.0,0.2007434944237918
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-02-05,153,3.0,0.1536144578313253,3.0,0.02
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-05,7,4.0,0.0070281124497991,-2.0,-0.2222222222222222
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-05,5,5.0,0.0050200803212851,5.0,
P1,273,Under Armour Kids' Mercenary Slide,2017-02-05,4,6.0,0.0040160642570281,-2.0,-0.3333333333333333
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-05,2,7.0,0.002008032128514,2.0,
P1,172,Nike Women's Tempo Shorts,2017-02-05,0,8.0,0.0,-9.0,-1.0
P1,276,Under Armour Women's Ignite Slide,2017-02-05,0,8.0,0.0,0.0,
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-05,0,8.0,0.0,-8.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-02-12,487,1.0,0.5322404371584699,-15.0,-0.0298804780876494
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-12,277,2.0,0.3027322404371584,-46.0,-0.1424148606811145
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-02-12,129,3.0,0.140983606557377,-24.0,-0.1568627450980392
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-12,12,4.0,0.0131147540983606,5.0,0.7142857142857143
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-12,5,5.0,0.0054644808743169,0.0,0.0
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-12,3,6.0,0.0032786885245901,3.0,
P1,273,Under Armour Kids' Mercenary Slide,2017-02-12,2,7.0,0.0021857923497267,-2.0,-0.5
P1,172,Nike Women's Tempo Shorts,2017-02-12,0,8.0,0.0,0.0,
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-12,0,8.0,0.0,-2.0,-1.0
P1,276,Under Armour Women's Ignite Slide,2017-02-12,0,8.0,0.0,0.0,
P1,365,Perfect Fitness Perfect Rip Deck,2017-02-19,558,1.0,0.5585585585585585,71.0,0.1457905544147844
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-19,272,2.0,0.2722722722722723,-5.0,-0.0180505415162454
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-02-19,124,3.0,0.1241241241241241,-5.0,-0.0387596899224806
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-19,11,4.0,0.011011011011011,11.0,
P1,276,Under Armour Women's Ignite Slide,2017-02-19,11,4.0,0.011011011011011,11.0,
P1,172,Nike Women's Tempo Shorts,2017-02-19,6,5.0,0.006006006006006,6.0,
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-19,6,5.0,0.006006006006006,1.0,0.2
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-19,6,5.0,0.006006006006006,-6.0,-0.5
P1,273,Under Armour Kids' Mercenary Slide,2017-02-19,4,6.0,0.004004004004004,2.0,1.0
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-19,1,7.0,0.001001001001001,-2.0,-0.6666666666666666
P1,365,Perfect Fitness Perfect Rip Deck,2017-02-26,587,1.0,0.5099913119026933,29.0,0.0519713261648745
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-02-26,340,2.0,0.2953953084274544,68.0,0.25
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-02-26,169,3.0,0.1468288444830582,45.0,0.3629032258064516
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-02-26,12,4.0,0.0104257167680278,6.0,1.0
P1,278,Under Armour Men's Compression EV SL Slide,2017-02-26,11,5.0,0.0095569070373588,10.0,10.0
P1,273,Under Armour Kids' Mercenary Slide,2017-02-26,9,6.0,0.0078192875760208,5.0,1.25
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-02-26,8,7.0,0.0069504778453518,2.0,0.3333333333333333
P1,276,Under Armour Women's Ignite Slide,2017-02-26,7,8.0,0.0060816681146828,-4.0,-0.3636363636363636
P1,172,Nike Women's Tempo Shorts,2017-02-26,5,9.0,0.0043440486533449,-1.0,-0.1666666666666666
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-26,3,10.0,0.0026064291920069,-8.0,-0.7272727272727273
P1,365,Perfect Fitness Perfect Rip Deck,2017-03-05,510,1.0,0.5368421052631579,-77.0,-0.131175468483816
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-05,247,2.0,0.26,-93.0,-0.2735294117647059
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-03-05,147,3.0,0.1547368421052631,-22.0,-0.1301775147928994
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-05,16,4.0,0.0168421052631578,13.0,4.333333333333333
P1,273,Under Armour Kids' Mercenary Slide,2017-03-05,11,5.0,0.011578947368421,2.0,0.2222222222222222
P1,276,Under Armour Women's Ignite Slide,2017-03-05,8,6.0,0.0084210526315789,1.0,0.1428571428571428
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-05,6,7.0,0.0063157894736842,-6.0,-0.5
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-05,3,8.0,0.0031578947368421,-8.0,-0.7272727272727273
P1,172,Nike Women's Tempo Shorts,2017-03-05,2,9.0,0.0021052631578947,-3.0,-0.6
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-05,0,10.0,0.0,-8.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-03-12,527,1.0,0.55299055613851,17.0,0.0333333333333333
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-12,213,2.0,0.223504721930745,-34.0,-0.1376518218623481
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-03-12,163,3.0,0.1710388247639034,16.0,0.1088435374149659
P1,172,Nike Women's Tempo Shorts,2017-03-12,14,4.0,0.0146904512067156,12.0,6.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-12,12,5.0,0.0125918153200419,6.0,1.0
P1,276,Under Armour Women's Ignite Slide,2017-03-12,10,6.0,0.0104931794333683,2.0,0.25
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-12,5,7.0,0.0052465897166841,2.0,0.6666666666666666
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-12,4,8.0,0.0041972717733473,4.0,
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-12,3,9.0,0.0031479538300104,-13.0,-0.8125
P1,273,Under Armour Kids' Mercenary Slide,2017-03-12,2,10.0,0.0020986358866736,-9.0,-0.8181818181818182
P1,365,Perfect Fitness Perfect Rip Deck,2017-03-19,579,1.0,0.5551294343240653,52.0,0.0986717267552182
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-19,263,2.0,0.2521572387344199,50.0,0.2347417840375587
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-03-19,153,3.0,0.146692233940556,-10.0,-0.0613496932515337
P1,172,Nike Women's Tempo Shorts,2017-03-19,12,4.0,0.0115052732502396,-2.0,-0.1428571428571428
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-19,12,4.0,0.0115052732502396,7.0,1.4
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-19,11,5.0,0.0105465004793863,8.0,2.6666666666666665
P1,276,Under Armour Women's Ignite Slide,2017-03-19,9,6.0,0.0086289549376797,-1.0,-0.1
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-19,4,7.0,0.0038350910834132,0.0,0.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-19,0,8.0,0.0,-12.0,-1.0
P1,273,Under Armour Kids' Mercenary Slide,2017-03-19,0,8.0,0.0,-2.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-03-26,442,1.0,0.4752688172043011,-137.0,-0.236614853195164
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-03-26,250,2.0,0.2688172043010752,-13.0,-0.0494296577946768
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-03-26,175,3.0,0.1881720430107527,22.0,0.1437908496732026
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-26,17,4.0,0.0182795698924731,6.0,0.5454545454545454
P1,172,Nike Women's Tempo Shorts,2017-03-26,16,5.0,0.0172043010752688,4.0,0.3333333333333333
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-03-26,12,6.0,0.0129032258064516,12.0,
P1,273,Under Armour Kids' Mercenary Slide,2017-03-26,7,7.0,0.0075268817204301,7.0,
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-03-26,7,7.0,0.0075268817204301,3.0,0.75
P1,276,Under Armour Women's Ignite Slide,2017-03-26,2,8.0,0.0021505376344086,-7.0,-0.7777777777777778
P1,278,Under Armour Men's Compression EV SL Slide,2017-03-26,2,8.0,0.0021505376344086,-10.0,-0.8333333333333334
P1,365,Perfect Fitness Perfect Rip Deck,2017-04-02,447,1.0,0.4901315789473684,5.0,0.0113122171945701
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-02,244,2.0,0.2675438596491228,-6.0,-0.024
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-04-02,172,3.0,0.1885964912280701,-3.0,-0.0171428571428571
P1,172,Nike Women's Tempo Shorts,2017-04-02,17,4.0,0.0186403508771929,1.0,0.0625
P1,276,Under Armour Women's Ignite Slide,2017-04-02,12,5.0,0.0131578947368421,10.0,5.0
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-02,11,6.0,0.0120614035087719,9.0,4.5
P1,273,Under Armour Kids' Mercenary Slide,2017-04-02,5,7.0,0.0054824561403508,-2.0,-0.2857142857142857
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-02,3,8.0,0.0032894736842105,-9.0,-0.75
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-02,1,9.0,0.0010964912280701,-6.0,-0.8571428571428571
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-02,0,10.0,0.0,-17.0,-1.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-04-09,514,1.0,0.5462274176408076,67.0,0.1498881431767337
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-09,216,2.0,0.2295430393198724,-28.0,-0.1147540983606557
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-04-09,157,3.0,0.1668437832093517,-15.0,-0.0872093023255814
P1,172,Nike Women's Tempo Shorts,2017-04-09,10,4.0,0.0106269925611052,-7.0,-0.4117647058823529
P1,276,Under Armour Women's Ignite Slide,2017-04-09,10,4.0,0.0106269925611052,-2.0,-0.1666666666666666
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-09,9,5.0,0.0095642933049946,6.0,2.0
P1,273,Under Armour Kids' Mercenary Slide,2017-04-09,8,6.0,0.0085015940488841,3.0,0.6
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-09,8,6.0,0.0085015940488841,-3.0,-0.2727272727272727
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-09,5,7.0,0.0053134962805526,5.0,
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-09,4,8.0,0.004250797024442,3.0,3.0
P1,365,Perfect Fitness Perfect Rip Deck,2017-04-16,469,1.0,0.5053879310344828,-45.0,-0.0875486381322957
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-16,267,2.0,0.2877155172413793,51.0,0.2361111111111111
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-04-16,157,3.0,0.1691810344827586,0.0,0.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-16,9,4.0,0.0096982758620689,5.0,1.25
P1,273,Under Armour Kids' Mercenary Slide,2017-04-16,6,5.0,0.0064655172413793,-2.0,-0.25
P1,276,Under Armour Women's Ignite Slide,2017-04-16,6,5.0,0.0064655172413793,-4.0,-0.4
P1,278,Under Armour Men's Compression EV SL Slide,2017-04-16,6,5.0,0.0064655172413793,-2.0,-0.25
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-16,5,6.0,0.0053879310344827,-4.0,-0.4444444444444444
P1,172,Nike Women's Tempo Shorts,2017-04-16,2,7.0,0.0021551724137931,-8.0,-0.8
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-16,1,8.0,0.0010775862068965,-4.0,-0.8
P1,365,Perfect Fitness Perfect Rip Deck,2017-04-23,565,1.0,0.5345316934720908,96.0,0.2046908315565032
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-04-23,285,2.0,0.2696310312204352,18.0,0.0674157303370786
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-04-23,160,3.0,0.151371807000946,3.0,0.019108280254777
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-04-23,12,4.0,0.0113528855250709,7.0,1.4
P1,273,Under Armour Kids' Mercenary Slide,2017-04-23,10,5.0,0.0094607379375591,4.0,0.6666666666666666
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-04-23,10,5.0,0.0094607379375591,1.0,0.1111111111111111
P1,172,Nike Women's Tempo Shorts,2017-04-23,7,6.0,0.0066225165562913,5.0,2.5
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-23,3,7.0,0.0028382213812677,2.0,2.0
