Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Demand_Rank,Demand_Last_Week,Demand_Change,Demand_Growth,Plant_Weekly_Demand,Demand_Contribution,Demand_Contribution_Pct,Cumulative_Contribution
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-15,209,2.0,251.0,-42.0,-0.16733067729083664,932,0.22424892703862662,22.42,0.7746781115879828
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-11-15,154,3.0,169.0,-15.0,-0.08875739644970414,932,0.16523605150214593,16.52,0.9399141630901288
P1,276,Under Armour Women's Ignite Slide,2015-11-15,20,4.0,5.0,15.0,3.0,932,0.02145922746781116,2.15,0.9613733905579399
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-11-15,12,5.0,8.0,4.0,0.5,932,0.012875536480686695,1.29,0.9742489270386265
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-11-15,8,6.0,1.0,7.0,7.0,932,0.008583690987124463,0.86,0.9828326180257511
P1,172,Nike Women's Tempo Shorts,2015-11-15,6,7.0,2.0,4.0,2.0,932,0.006437768240343348,0.64,0.9892703862660944
P1,273,Under Armour Kids' Mercenary Slide,2015-11-15,6,7.0,0.0,6.0,,932,0.006437768240343348,0.64,0.9957081545064378
P1,278,Under Armour Men's Compression EV SL Slide,2015-11-15,4,8.0,7.0,-3.0,-0.42857142857142855,932,0.004291845493562232,0.43,1.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-11-15,0,9.0,14.0,-14.0,-1.0,932,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-11-22,506,1.0,513.0,-7.0,-0.01364522417153996,999,0.5065065065065065,50.65,0.5065065065065065
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-22,281,2.0,209.0,72.0,0.3444976076555024,999,0.28128128128128127,28.13,0.7877877877877878
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-11-22,160,3.0,154.0,6.0,0.03896103896103896,999,0.16016016016016016,16.02,0.947947947947948
P1,276,Under Armour Women's Ignite Slide,2015-11-22,14,4.0,20.0,-6.0,-0.3,999,0.014014014014014014,1.4,0.9619619619619619
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-11-22,12,5.0,8.0,4.0,0.5,999,0.012012012012012012,1.2,0.973973973973974
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-11-22,9,6.0,0.0,9.0,,999,0.009009009009009009,0.9,0.982982982982983
P1,278,Under Armour Men's Compression EV SL Slide,2015-11-22,6,7.0,4.0,2.0,0.5,999,0.006006006006006006,0.6,0.988988988988989
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-11-22,4,8.0,12.0,-8.0,-0.6666666666666666,999,0.004004004004004004,0.4,0.992992992992993
P1,273,Under Armour Kids' Mercenary Slide,2015-11-22,4,8.0,6.0,-2.0,-0.3333333333333333,999,0.004004004004004004,0.4,0.996996996996997
P1,172,Nike Women's Tempo Shorts,2015-11-22,3,9.0,6.0,-3.0,-0.5,999,0.003003003003003003,0.3,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-11-29,525,1.0,506.0,19.0,0.037549407114624504,990,0.5303030303030303,53.03,0.5303030303030303
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-11-29,284,2.0,281.0,3.0,0.010676156583629894,990,0.2868686868686869,28.69,0.8171717171717172
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-11-29,136,3.0,160.0,-24.0,-0.15,990,0.13737373737373737,13.74,0.9545454545454546
P1,276,Under Armour Women's Ignite Slide,2015-11-29,11,4.0,14.0,-3.0,-0.21428571428571427,990,0.011111111111111112,1.11,0.9656565656565657
P1,273,Under Armour Kids' Mercenary Slide,2015-11-29,9,5.0,4.0,5.0,1.25,990,0.00909090909090909,0.91,0.9747474747474747
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-11-29,9,5.0,9.0,0.0,0.0,990,0.00909090909090909,0.91,0.9838383838383838
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-11-29,8,6.0,4.0,4.0,1.0,990,0.00808080808080808,0.81,0.9919191919191919
P1,172,Nike Women's Tempo Shorts,2015-11-29,3,7.0,3.0,0.0,0.0,990,0.0030303030303030303,0.3,0.9949494949494949
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-11-29,3,7.0,12.0,-9.0,-0.75,990,0.0030303030303030303,0.3,0.997979797979798
P1,278,Under Armour Men's Compression EV SL Slide,2015-11-29,2,8.0,6.0,-4.0,-0.6666666666666666,990,0.00202020202020202,0.2,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-12-06,493,1.0,525.0,-32.0,-0.06095238095238095,967,0.5098241985522234,50.98,0.5098241985522234
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-06,235,2.0,284.0,-49.0,-0.17253521126760563,967,0.24301964839710444,24.3,0.7528438469493278
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-12-06,163,3.0,136.0,27.0,0.19852941176470587,967,0.16856256463288521,16.86,0.921406411582213
P1,276,Under Armour Women's Ignite Slide,2015-12-06,30,4.0,11.0,19.0,1.7272727272727273,967,0.031023784901758014,3.1,0.9524301964839711
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-12-06,14,5.0,3.0,11.0,3.6666666666666665,967,0.014477766287487074,1.45,0.9669079627714581
P1,278,Under Armour Men's Compression EV SL Slide,2015-12-06,12,6.0,2.0,10.0,5.0,967,0.012409513960703205,1.24,0.9793174767321613
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-12-06,8,7.0,9.0,-1.0,-0.1111111111111111,967,0.008273009307135471,0.83,0.9875904860392968
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-12-06,5,8.0,8.0,-3.0,-0.375,967,0.005170630816959669,0.52,0.9927611168562565
P1,172,Nike Women's Tempo Shorts,2015-12-06,4,9.0,3.0,1.0,0.3333333333333333,967,0.004136504653567736,0.41,0.9968976215098242
P1,273,Under Armour Kids' Mercenary Slide,2015-12-06,3,10.0,9.0,-6.0,-0.6666666666666666,967,0.0031023784901758012,0.31,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-12-13,512,1.0,493.0,19.0,0.038539553752535496,997,0.5135406218655968,51.35,0.5135406218655968
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-13,285,2.0,235.0,50.0,0.2127659574468085,997,0.2858575727181545,28.59,0.7993981945837513
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-12-13,140,3.0,163.0,-23.0,-0.1411042944785276,997,0.14042126379137412,14.04,0.9398194583751254
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-12-13,16,4.0,14.0,2.0,0.14285714285714285,997,0.0160481444332999,1.6,0.9558676028084253
P1,278,Under Armour Men's Compression EV SL Slide,2015-12-13,11,5.0,12.0,-1.0,-0.08333333333333333,997,0.011033099297893681,1.1,0.966900702106319
P1,172,Nike Women's Tempo Shorts,2015-12-13,8,6.0,4.0,4.0,1.0,997,0.00802407221664995,0.8,0.974924774322969
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-12-13,8,6.0,5.0,3.0,0.6,997,0.00802407221664995,0.8,0.9829488465396189
P1,276,Under Armour Women's Ignite Slide,2015-12-13,8,6.0,30.0,-22.0,-0.7333333333333333,997,0.00802407221664995,0.8,0.9909729187562688
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-12-13,6,7.0,8.0,-2.0,-0.25,997,0.006018054162487462,0.6,0.9969909729187563
P1,273,Under Armour Kids' Mercenary Slide,2015-12-13,3,8.0,3.0,0.0,0.0,997,0.003009027081243731,0.3,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-12-20,464,1.0,512.0,-48.0,-0.09375,907,0.5115766262403528,51.16,0.5115766262403528
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-20,243,2.0,285.0,-42.0,-0.14736842105263157,907,0.2679162072767365,26.79,0.7794928335170893
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-12-20,151,3.0,140.0,11.0,0.07857142857142857,907,0.16648291069459759,16.65,0.945975744211687
P1,276,Under Armour Women's Ignite Slide,2015-12-20,13,4.0,8.0,5.0,0.625,907,0.014332965821389196,1.43,0.960308710033076
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-12-20,10,5.0,8.0,2.0,0.25,907,0.011025358324145534,1.1,0.9713340683572216
P1,278,Under Armour Men's Compression EV SL Slide,2015-12-20,9,6.0,11.0,-2.0,-0.18181818181818182,907,0.009922822491730982,0.99,0.9812568908489526
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-12-20,7,7.0,16.0,-9.0,-0.5625,907,0.007717750826901874,0.77,0.9889746416758545
P1,273,Under Armour Kids' Mercenary Slide,2015-12-20,5,8.0,3.0,2.0,0.6666666666666666,907,0.005512679162072767,0.55,0.9944873208379272
P1,172,Nike Women's Tempo Shorts,2015-12-20,3,9.0,8.0,-5.0,-0.625,907,0.0033076074972436605,0.33,0.9977949283351709
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-12-20,2,10.0,6.0,-4.0,-0.6666666666666666,907,0.002205071664829107,0.22,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2015-12-27,562,1.0,464.0,98.0,0.21120689655172414,1076,0.5223048327137546,52.23,0.5223048327137546
P1,191,Nike Men's Free 5.0+ Running Shoe,2015-12-27,248,2.0,243.0,5.0,0.0205761316872428,1076,0.23048327137546468,23.05,0.7527881040892193
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2015-12-27,194,3.0,151.0,43.0,0.2847682119205298,1076,0.18029739776951673,18.03,0.9330855018587361
P1,278,Under Armour Men's Compression EV SL Slide,2015-12-27,22,4.0,9.0,13.0,1.4444444444444444,1076,0.020446096654275093,2.04,0.9535315985130111
P1,276,Under Armour Women's Ignite Slide,2015-12-27,14,5.0,13.0,1.0,0.07692307692307693,1076,0.013011152416356878,1.3,0.966542750929368
P1,273,Under Armour Kids' Mercenary Slide,2015-12-27,13,6.0,5.0,8.0,1.6,1076,0.012081784386617101,1.21,0.978624535315985
P1,282,Under Armour Women's Ignite PIP VI Slide,2015-12-27,10,7.0,2.0,8.0,4.0,1076,0.00929368029739777,0.93,0.9879182156133829
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2015-12-27,9,8.0,10.0,-1.0,-0.1,1076,0.008364312267657992,0.84,0.9962825278810409
P1,172,Nike Women's Tempo Shorts,2015-12-27,3,9.0,3.0,0.0,0.0,1076,0.0027881040892193307,0.28,0.9990706319702601
P1,249,Under Armour Women's Micro G Skulpt Running S,2015-12-27,1,10.0,7.0,-6.0,-0.8571428571428571,1076,0.0009293680297397769,0.09,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-01-03,451,1.0,562.0,-111.0,-0.19750889679715303,936,0.48183760683760685,48.18,0.48183760683760685
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-03,272,2.0,248.0,24.0,0.0967741935483871,936,0.2905982905982906,29.06,0.7724358974358975
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-01-03,161,3.0,194.0,-33.0,-0.17010309278350516,936,0.172008547008547,17.2,0.9444444444444444
P1,278,Under Armour Men's Compression EV SL Slide,2016-01-03,15,4.0,22.0,-7.0,-0.3181818181818182,936,0.016025641025641024,1.6,0.9604700854700855
P1,273,Under Armour Kids' Mercenary Slide,2016-01-03,14,5.0,13.0,1.0,0.07692307692307693,936,0.014957264957264958,1.5,0.9754273504273504
P1,276,Under Armour Women's Ignite Slide,2016-01-03,10,6.0,14.0,-4.0,-0.2857142857142857,936,0.010683760683760684,1.07,0.9861111111111112
P1,172,Nike Women's Tempo Shorts,2016-01-03,6,7.0,3.0,3.0,1.0,936,0.00641025641025641,0.64,0.9925213675213675
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-01-03,4,8.0,9.0,-5.0,-0.5555555555555556,936,0.004273504273504274,0.43,0.9967948717948718
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-01-03,2,9.0,1.0,1.0,1.0,936,0.002136752136752137,0.21,0.9989316239316239
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-01-03,1,10.0,10.0,-9.0,-0.9,936,0.0010683760683760685,0.11,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-01-10,482,1.0,451.0,31.0,0.06873614190687362,920,0.5239130434782608,52.39,0.5239130434782608
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-10,249,2.0,272.0,-23.0,-0.08455882352941177,920,0.27065217391304347,27.07,0.7945652173913043
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-01-10,146,3.0,161.0,-15.0,-0.09316770186335403,920,0.15869565217391304,15.87,0.9532608695652174
P1,172,Nike Women's Tempo Shorts,2016-01-10,22,4.0,6.0,16.0,2.6666666666666665,920,0.02391304347826087,2.39,0.9771739130434782
P1,273,Under Armour Kids' Mercenary Slide,2016-01-10,8,5.0,14.0,-6.0,-0.42857142857142855,920,0.008695652173913044,0.87,0.9858695652173912
P1,276,Under Armour Women's Ignite Slide,2016-01-10,6,6.0,10.0,-4.0,-0.4,920,0.006521739130434782,0.65,0.9923913043478261
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-01-10,5,7.0,1.0,4.0,4.0,920,0.005434782608695652,0.54,0.9978260869565218
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-01-10,2,8.0,4.0,-2.0,-0.5,920,0.002173913043478261,0.22,1.0
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-01-10,0,9.0,2.0,-2.0,-1.0,920,0.0,0.0,1.0
P1,278,Under Armour Men's Compression EV SL Slide,2016-01-10,0,9.0,15.0,-15.0,-1.0,920,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-01-17,446,1.0,482.0,-36.0,-0.07468879668049792,932,0.47854077253218885,47.85,0.47854077253218885
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-17,285,2.0,249.0,36.0,0.14457831325301204,932,0.30579399141630903,30.58,0.7843347639484979
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-01-17,148,3.0,146.0,2.0,0.0136986301369863,932,0.15879828326180256,15.88,0.9431330472103004
P1,276,Under Armour Women's Ignite Slide,2016-01-17,15,4.0,6.0,9.0,1.5,932,0.016094420600858368,1.61,0.9592274678111589
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-01-17,14,5.0,5.0,9.0,1.8,932,0.015021459227467811,1.5,0.9742489270386266
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-01-17,12,6.0,2.0,10.0,5.0,932,0.012875536480686695,1.29,0.9871244635193133
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-01-17,7,7.0,0.0,7.0,,932,0.0075107296137339056,0.75,0.9946351931330473
P1,278,Under Armour Men's Compression EV SL Slide,2016-01-17,5,8.0,0.0,5.0,,932,0.00536480686695279,0.54,1.0
P1,172,Nike Women's Tempo Shorts,2016-01-17,0,9.0,22.0,-22.0,-1.0,932,0.0,0.0,1.0
P1,273,Under Armour Kids' Mercenary Slide,2016-01-17,0,9.0,8.0,-8.0,-1.0,932,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-01-24,589,1.0,446.0,143.0,0.32062780269058294,1049,0.561487130600572,56.15,0.561487130600572
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-24,246,2.0,285.0,-39.0,-0.1368421052631579,1049,0.23450905624404195,23.45,0.7959961868446139
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-01-24,164,3.0,148.0,16.0,0.10810810810810811,1049,0.1563393708293613,15.63,0.9523355576739753
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-01-24,10,4.0,14.0,-4.0,-0.2857142857142857,1049,0.009532888465204958,0.95,0.9618684461391802
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-01-24,9,5.0,7.0,2.0,0.2857142857142857,1049,0.008579599618684462,0.86,0.9704480457578647
P1,276,Under Armour Women's Ignite Slide,2016-01-24,9,5.0,15.0,-6.0,-0.4,1049,0.008579599618684462,0.86,0.9790276453765491
P1,273,Under Armour Kids' Mercenary Slide,2016-01-24,7,6.0,0.0,7.0,,1049,0.00667302192564347,0.67,0.9857006673021926
P1,278,Under Armour Men's Compression EV SL Slide,2016-01-24,7,6.0,5.0,2.0,0.4,1049,0.00667302192564347,0.67,0.9923736892278361
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-01-24,5,7.0,12.0,-7.0,-0.5833333333333334,1049,0.004766444232602479,0.48,0.9971401334604385
P1,172,Nike Women's Tempo Shorts,2016-01-24,3,8.0,0.0,3.0,,1049,0.002859866539561487,0.29,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-01-31,478,1.0,589.0,-111.0,-0.18845500848896435,940,0.5085106382978724,50.85,0.5085106382978724
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-01-31,262,2.0,246.0,16.0,0.06504065040650407,940,0.27872340425531916,27.87,0.7872340425531915
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-01-31,155,3.0,164.0,-9.0,-0.054878048780487805,940,0.16489361702127658,16.49,0.9521276595744681
P1,278,Under Armour Men's Compression EV SL Slide,2016-01-31,16,4.0,7.0,9.0,1.2857142857142858,940,0.01702127659574468,1.7,0.9691489361702128
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-01-31,12,5.0,9.0,3.0,0.3333333333333333,940,0.01276595744680851,1.28,0.9819148936170213
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-01-31,8,6.0,5.0,3.0,0.6,940,0.00851063829787234,0.85,0.9904255319148936
P1,172,Nike Women's Tempo Shorts,2016-01-31,5,7.0,3.0,2.0,0.6666666666666666,940,0.005319148936170213,0.53,0.9957446808510638
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-01-31,3,8.0,10.0,-7.0,-0.7,940,0.0031914893617021275,0.32,0.9989361702127659
P1,273,Under Armour Kids' Mercenary Slide,2016-01-31,1,9.0,7.0,-6.0,-0.8571428571428571,940,0.0010638297872340426,0.11,1.0
P1,276,Under Armour Women's Ignite Slide,2016-01-31,0,10.0,9.0,-9.0,-1.0,940,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-02-07,517,1.0,478.0,39.0,0.08158995815899582,939,0.5505857294994675,55.06,0.5505857294994675
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-07,237,2.0,262.0,-25.0,-0.09541984732824428,939,0.2523961661341853,25.24,0.8029818956336527
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-02-07,153,3.0,155.0,-2.0,-0.012903225806451613,939,0.16293929712460065,16.29,0.9659211927582534
P1,172,Nike Women's Tempo Shorts,2016-02-07,11,4.0,5.0,6.0,1.2,939,0.011714589989350373,1.17,0.9776357827476038
P1,278,Under Armour Men's Compression EV SL Slide,2016-02-07,8,5.0,16.0,-8.0,-0.5,939,0.008519701810436636,0.85,0.9861554845580405
P1,276,Under Armour Women's Ignite Slide,2016-02-07,6,6.0,0.0,6.0,,939,0.006389776357827476,0.64,0.9925452609158679
P1,273,Under Armour Kids' Mercenary Slide,2016-02-07,3,7.0,1.0,2.0,2.0,939,0.003194888178913738,0.32,0.9957401490947817
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-02-07,2,8.0,8.0,-6.0,-0.75,939,0.002129925452609159,0.21,0.9978700745473909
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-02-07,2,8.0,12.0,-10.0,-0.8333333333333334,939,0.002129925452609159,0.21,1.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-02-07,0,9.0,3.0,-3.0,-1.0,939,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-02-14,451,1.0,517.0,-66.0,-0.1276595744680851,862,0.5232018561484919,52.32,0.5232018561484919
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-14,198,2.0,237.0,-39.0,-0.16455696202531644,862,0.2296983758700696,22.97,0.7529002320185615
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-02-14,151,3.0,153.0,-2.0,-0.013071895424836602,862,0.1751740139211137,17.52,0.9280742459396752
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-02-14,15,4.0,2.0,13.0,6.5,862,0.01740139211136891,1.74,0.9454756380510442
P1,273,Under Armour Kids' Mercenary Slide,2016-02-14,14,5.0,3.0,11.0,3.6666666666666665,862,0.016241299303944315,1.62,0.9617169373549884
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-02-14,10,6.0,0.0,10.0,,862,0.01160092807424594,1.16,0.9733178654292344
P1,276,Under Armour Women's Ignite Slide,2016-02-14,9,7.0,6.0,3.0,0.5,862,0.010440835266821345,1.04,0.9837587006960558
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-02-14,5,8.0,2.0,3.0,1.5,862,0.00580046403712297,0.58,0.9895591647331787
P1,278,Under Armour Men's Compression EV SL Slide,2016-02-14,5,8.0,8.0,-3.0,-0.375,862,0.00580046403712297,0.58,0.9953596287703017
P1,172,Nike Women's Tempo Shorts,2016-02-14,4,9.0,11.0,-7.0,-0.6363636363636364,862,0.004640371229698376,0.46,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-02-21,530,1.0,451.0,79.0,0.17516629711751663,993,0.5337361530715005,53.37,0.5337361530715005
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-21,242,2.0,198.0,44.0,0.2222222222222222,993,0.24370594159113795,24.37,0.7774420946626384
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-02-21,163,3.0,151.0,12.0,0.07947019867549669,993,0.16414904330312186,16.41,0.9415911379657602
P1,172,Nike Women's Tempo Shorts,2016-02-21,19,4.0,4.0,15.0,3.75,993,0.019133937562940583,1.91,0.9607250755287009
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-02-21,13,5.0,10.0,3.0,0.3,993,0.013091641490433032,1.31,0.9738167170191339
P1,276,Under Armour Women's Ignite Slide,2016-02-21,11,6.0,9.0,2.0,0.2222222222222222,993,0.011077542799597181,1.11,0.984894259818731
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-02-21,6,7.0,15.0,-9.0,-0.6,993,0.006042296072507553,0.6,0.9909365558912386
P1,273,Under Armour Kids' Mercenary Slide,2016-02-21,6,7.0,14.0,-8.0,-0.5714285714285714,993,0.006042296072507553,0.6,0.9969788519637461
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-02-21,2,8.0,5.0,-3.0,-0.6,993,0.002014098690835851,0.2,0.998992950654582
P1,278,Under Armour Men's Compression EV SL Slide,2016-02-21,1,9.0,5.0,-4.0,-0.8,993,0.0010070493454179255,0.1,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-02-28,472,1.0,530.0,-58.0,-0.10943396226415095,901,0.5238623751387348,52.39,0.5238623751387348
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-02-28,250,2.0,242.0,8.0,0.03305785123966942,901,0.27746947835738067,27.75,0.8013318534961155
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-02-28,143,3.0,163.0,-20.0,-0.12269938650306748,901,0.15871254162042175,15.87,0.9600443951165372
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-02-28,7,4.0,2.0,5.0,2.5,901,0.00776914539400666,0.78,0.9678135405105439
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-02-28,7,4.0,6.0,1.0,0.16666666666666666,901,0.00776914539400666,0.78,0.9755826859045506
P1,273,Under Armour Kids' Mercenary Slide,2016-02-28,7,4.0,6.0,1.0,0.16666666666666666,901,0.00776914539400666,0.78,0.9833518312985572
P1,276,Under Armour Women's Ignite Slide,2016-02-28,5,5.0,11.0,-6.0,-0.5454545454545454,901,0.005549389567147614,0.55,0.9889012208657049
P1,278,Under Armour Men's Compression EV SL Slide,2016-02-28,4,6.0,1.0,3.0,3.0,901,0.004439511653718091,0.44,0.9933407325194229
P1,172,Nike Women's Tempo Shorts,2016-02-28,3,7.0,19.0,-16.0,-0.8421052631578947,901,0.003329633740288568,0.33,0.9966703662597115
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-02-28,3,7.0,13.0,-10.0,-0.7692307692307693,901,0.003329633740288568,0.33,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-03-06,565,1.0,472.0,93.0,0.19703389830508475,1048,0.5391221374045801,53.91,0.5391221374045801
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-06,282,2.0,250.0,32.0,0.128,1048,0.26908396946564883,26.91,0.808206106870229
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-03-06,153,3.0,143.0,10.0,0.06993006993006994,1048,0.14599236641221375,14.6,0.9541984732824427
P1,273,Under Armour Kids' Mercenary Slide,2016-03-06,18,4.0,7.0,11.0,1.5714285714285714,1048,0.01717557251908397,1.72,0.9713740458015268
P1,278,Under Armour Men's Compression EV SL Slide,2016-03-06,13,5.0,4.0,9.0,2.25,1048,0.012404580152671756,1.24,0.9837786259541984
P1,276,Under Armour Women's Ignite Slide,2016-03-06,9,6.0,5.0,4.0,0.8,1048,0.008587786259541985,0.86,0.9923664122137404
P1,172,Nike Women's Tempo Shorts,2016-03-06,5,7.0,3.0,2.0,0.6666666666666666,1048,0.004770992366412214,0.48,0.9971374045801527
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-03-06,2,8.0,7.0,-5.0,-0.7142857142857143,1048,0.0019083969465648854,0.19,0.9990458015267175
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-03-06,1,9.0,7.0,-6.0,-0.8571428571428571,1048,0.0009541984732824427,0.1,1.0
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-03-06,0,10.0,3.0,-3.0,-1.0,1048,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-03-13,523,1.0,565.0,-42.0,-0.0743362831858407,904,0.5785398230088495,57.85,0.5785398230088495
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-13,197,2.0,282.0,-85.0,-0.30141843971631205,904,0.2179203539823009,21.79,0.7964601769911505
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2016-03-13,151,3.0,153.0,-2.0,-0.013071895424836602,904,0.1670353982300885,16.7,0.963495575221239
P1,249,Under Armour Women's Micro G Skulpt Running S,2016-03-13,9,4.0,1.0,8.0,8.0,904,0.00995575221238938,1.0,0.9734513274336283
P1,172,Nike Women's Tempo Shorts,2016-03-13,8,5.0,5.0,3.0,0.6,904,0.008849557522123894,0.88,0.9823008849557522
P1,273,Under Armour Kids' Mercenary Slide,2016-03-13,6,6.0,18.0,-12.0,-0.6666666666666666,904,0.00663716814159292,0.66,0.9889380530973452
P1,278,Under Armour Men's Compression EV SL Slide,2016-03-13,5,7.0,13.0,-8.0,-0.6153846153846154,904,0.0055309734513274336,0.55,0.9944690265486725
P1,282,Under Armour Women's Ignite PIP VI Slide,2016-03-13,4,8.0,0.0,4.0,,904,0.004424778761061947,0.44,0.9988938053097345
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2016-03-13,1,9.0,2.0,-1.0,-0.5,904,0.0011061946902654867,0.11,1.0
P1,276,Under Armour Women's Ignite Slide,2016-03-13,0,10.0,9.0,-9.0,-1.0,904,0.0,0.0,1.0
P1,365,Perfect Fitness Perfect Rip Deck,2016-03-20,514,1.0,523.0,-9.0,-0.017208413001912046,1021,0.5034280117531832,50.34,0.5034280117531832
P1,191,Nike Men's Free 5.0+ Running Shoe,2016-03-20,287,2.0,197.0,90.0,0.45685279187817257,1021,0.2810969637610186,28.11,0.7845249755142019
