Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Beginning_Inventory,Weekly_Capacity,Baseline_Available_Capacity,ABC_Class,Planning_Priority,Planning_Key,Scenario,Scenario_Demand,Scenario_Capacity,Net_Demand,Allocated_Qty,Backlog,Remaining_Capacity,Allocation_Order,Allocation_Strategy,Allocation_Reason
P3,1073,Pelican Sunstream 100 Kayak,2017-08-20,109,334.0,913,215,B,2,P3|1073|2017-08-20,Baseline,109.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-08-20,10,22.0,913,215,C,1,P3|981|2017-08-20,Baseline,10.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-08-20,3,6.0,913,215,C,1,P3|982|2017-08-20,Baseline,3.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-08-27,393,1829.0,913,146,A,3,P3|1014|2017-08-27,Baseline,393.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-08-27,90,225.0,913,146,B,2,P3|957|2017-08-27,Baseline,90.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-08-27,142,254.0,913,146,B,2,P3|1004|2017-08-27,Baseline,142.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-08-27,125,225.0,913,146,B,2,P3|1073|2017-08-27,Baseline,125.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-08-27,8,3.0,913,146,C,1,P3|982|2017-08-27,Baseline,8.0,913,5.0,5.0,0.0,908.0,5,Priority First,Demand Fully Satisfied
P3,981,The North Face Women's Recon Backpack,2017-08-27,9,12.0,913,146,C,1,P3|981|2017-08-27,Baseline,9.0,913,0.0,0.0,0.0,908.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-09-03,448,1436.0,913,159,A,3,P3|1014|2017-09-03,Baseline,448.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-09-03,99,135.0,913,159,B,2,P3|957|2017-09-03,Baseline,99.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-09-03,104,112.0,913,159,B,2,P3|1004|2017-09-03,Baseline,104.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-09-03,96,100.0,913,159,B,2,P3|1073|2017-09-03,Baseline,96.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-09-03,7,3.0,913,159,C,1,P3|981|2017-09-03,Baseline,7.0,913,4.0,4.0,0.0,909.0,5,Priority First,Demand Fully Satisfied
P3,982,insta-bed Neverflat Air Mattress,2017-09-03,0,0.0,913,159,C,1,P3|982|2017-09-03,Baseline,0.0,913,0.0,0.0,0.0,909.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-09-10,301,2563.0,913,260,A,3,P3|1014|2017-09-10,Baseline,301.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-09-10,98,406.0,913,260,B,2,P3|957|2017-09-10,Baseline,98.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-09-10,114,512.0,913,260,B,2,P3|1004|2017-09-10,Baseline,114.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-09-10,125,458.0,913,260,B,2,P3|1073|2017-09-10,Baseline,125.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,981,The North Face Women's Recon Backpack,2017-09-10,13,26.0,913,260,C,1,P3|981|2017-09-10,Baseline,13.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,982,insta-bed Neverflat Air Mattress,2017-09-10,2,9.0,913,260,C,1,P3|982|2017-09-10,Baseline,2.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-09-17,362,2262.0,913,191,A,3,P3|1014|2017-09-17,Baseline,362.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-09-17,104,308.0,913,191,B,2,P3|957|2017-09-17,Baseline,104.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-09-17,143,398.0,913,191,B,2,P3|1004|2017-09-17,Baseline,143.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-09-17,101,333.0,913,191,B,2,P3|1073|2017-09-17,Baseline,101.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1059,Pelican Maverick 100X Kayak,2017-09-17,12,200.0,913,191,C,1,P3|1059|2017-09-17,Baseline,12.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-09-24,407,1900.0,913,149,A,3,P3|1014|2017-09-24,Baseline,407.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-09-24,97,204.0,913,149,B,2,P3|957|2017-09-24,Baseline,97.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-09-24,140,255.0,913,149,B,2,P3|1004|2017-09-24,Baseline,140.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-09-24,104,232.0,913,149,B,2,P3|1073|2017-09-24,Baseline,104.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1059,Pelican Maverick 100X Kayak,2017-09-24,16,188.0,913,149,C,1,P3|1059|2017-09-24,Baseline,16.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-10-01,372,1493.0,913,185,A,3,P3|1014|2017-10-01,Baseline,372.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-10-01,138,115.0,913,185,B,2,P3|1004|2017-10-01,Baseline,138.0,913,23.0,23.0,0.0,890.0,2,Priority First,Demand Fully Satisfied
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-10-01,90,107.0,913,185,B,2,P3|957|2017-10-01,Baseline,90.0,913,0.0,0.0,0.0,890.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-10-01,116,128.0,913,185,B,2,P3|1073|2017-10-01,Baseline,116.0,913,0.0,0.0,0.0,890.0,4,Priority First,No Production Required
P3,1059,Pelican Maverick 100X Kayak,2017-10-01,12,172.0,913,185,C,1,P3|1059|2017-10-01,Baseline,12.0,913,0.0,0.0,0.0,890.0,5,Priority First,No Production Required
P3,1014,O'Brien Men's Neoprene Life Vest,2017-10-08,23,2563.0,913,513,A,3,P3|1014|2017-10-08,Baseline,23.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,957,Diamondback Women's Serene Classic Comfort Bi,2017-10-08,4,406.0,913,513,B,2,P3|957|2017-10-08,Baseline,4.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1004,Field & Stream Sportsman 16 Gun Fire Safe,2017-10-08,3,512.0,913,513,B,2,P3|1004|2017-10-08,Baseline,3.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1073,Pelican Sunstream 100 Kayak,2017-10-08,8,458.0,913,513,B,2,P3|1073|2017-10-08,Baseline,8.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1346,Sports Books ,2017-10-08,308,552.0,913,513,C,1,P3|1346|2017-10-08,Baseline,308.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1348,CDs of rock,2017-10-08,54,339.0,913,513,C,1,P3|1348|2017-10-08,Baseline,54.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1346,Sports Books ,2017-10-15,0,244.0,913,434,C,1,P3|1346|2017-10-15,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-10-15,79,285.0,913,434,C,1,P3|1348|2017-10-15,Baseline,79.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-10-15,400,807.0,913,434,C,1,P3|1349|2017-10-15,Baseline,400.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1346,Sports Books ,2017-10-22,0,244.0,913,738,C,1,P3|1346|2017-10-22,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-10-22,0,206.0,913,738,C,1,P3|1348|2017-10-22,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-10-22,175,407.0,913,738,C,1,P3|1349|2017-10-22,Baseline,175.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1346,Sports Books ,2017-10-29,0,244.0,913,651,C,1,P3|1346|2017-10-29,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-10-29,0,206.0,913,651,C,1,P3|1348|2017-10-29,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-10-29,0,232.0,913,651,C,1,P3|1349|2017-10-29,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-10-29,262,737.0,913,651,C,1,P3|1351|2017-10-29,Baseline,262.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1346,Sports Books ,2017-11-05,0,244.0,913,540,C,1,P3|1346|2017-11-05,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-11-05,0,206.0,913,540,C,1,P3|1348|2017-11-05,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-11-05,0,232.0,913,540,C,1,P3|1349|2017-11-05,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-11-05,88,475.0,913,540,C,1,P3|1351|2017-11-05,Baseline,88.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-11-05,285,718.0,913,540,C,1,P3|1352|2017-11-05,Baseline,285.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1346,Sports Books ,2017-11-12,0,244.0,913,558,C,1,P3|1346|2017-11-12,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-11-12,0,206.0,913,558,C,1,P3|1348|2017-11-12,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-11-12,0,232.0,913,558,C,1,P3|1349|2017-11-12,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-11-12,0,387.0,913,558,C,1,P3|1351|2017-11-12,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-11-12,0,433.0,913,558,C,1,P3|1352|2017-11-12,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1354,DVDs ,2017-11-12,355,805.0,913,558,C,1,P3|1354|2017-11-12,Baseline,355.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1346,Sports Books ,2017-11-19,0,244.0,913,821,C,1,P3|1346|2017-11-19,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-11-19,0,206.0,913,821,C,1,P3|1348|2017-11-19,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-11-19,0,232.0,913,821,C,1,P3|1349|2017-11-19,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-11-19,0,387.0,913,821,C,1,P3|1351|2017-11-19,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-11-19,0,433.0,913,821,C,1,P3|1352|2017-11-19,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1354,DVDs ,2017-11-19,12,450.0,913,821,C,1,P3|1354|2017-11-19,Baseline,12.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1356,First aid kit,2017-11-19,80,679.0,913,821,C,1,P3|1356|2017-11-19,Baseline,80.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1346,Sports Books ,2017-11-26,0,244.0,913,611,C,1,P3|1346|2017-11-26,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-11-26,0,206.0,913,611,C,1,P3|1348|2017-11-26,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-11-26,0,232.0,913,611,C,1,P3|1349|2017-11-26,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-11-26,0,387.0,913,611,C,1,P3|1351|2017-11-26,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-11-26,0,433.0,913,611,C,1,P3|1352|2017-11-26,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1354,DVDs ,2017-11-26,0,438.0,913,611,C,1,P3|1354|2017-11-26,Baseline,0.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1356,First aid kit,2017-11-26,159,599.0,913,611,C,1,P3|1356|2017-11-26,Baseline,159.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1358,Rock music,2017-11-26,143,930.0,913,611,C,1,P3|1358|2017-11-26,Baseline,143.0,913,0.0,0.0,0.0,913.0,8,Priority First,No Production Required
P3,1346,Sports Books ,2017-12-03,0,244.0,913,520,C,1,P3|1346|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-12-03,0,206.0,913,520,C,1,P3|1348|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-12-03,0,232.0,913,520,C,1,P3|1349|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-12-03,0,387.0,913,520,C,1,P3|1351|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-12-03,0,433.0,913,520,C,1,P3|1352|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1354,DVDs ,2017-12-03,0,438.0,913,520,C,1,P3|1354|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1356,First aid kit,2017-12-03,0,440.0,913,520,C,1,P3|1356|2017-12-03,Baseline,0.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1358,Rock music,2017-12-03,147,787.0,913,520,C,1,P3|1358|2017-12-03,Baseline,147.0,913,0.0,0.0,0.0,913.0,8,Priority First,No Production Required
P3,1359,Adult dog supplies,2017-12-03,246,1054.0,913,520,C,1,P3|1359|2017-12-03,Baseline,246.0,913,0.0,0.0,0.0,913.0,9,Priority First,No Production Required
P3,1346,Sports Books ,2017-12-10,0,244.0,913,492,C,1,P3|1346|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-12-10,0,206.0,913,492,C,1,P3|1348|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-12-10,0,232.0,913,492,C,1,P3|1349|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-12-10,0,387.0,913,492,C,1,P3|1351|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-12-10,0,433.0,913,492,C,1,P3|1352|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1354,DVDs ,2017-12-10,0,438.0,913,492,C,1,P3|1354|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1356,First aid kit,2017-12-10,0,440.0,913,492,C,1,P3|1356|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1358,Rock music,2017-12-10,0,640.0,913,492,C,1,P3|1358|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,8,Priority First,No Production Required
P3,1359,Adult dog supplies,2017-12-10,0,808.0,913,492,C,1,P3|1359|2017-12-10,Baseline,0.0,913,0.0,0.0,0.0,913.0,9,Priority First,No Production Required
P3,1361,Toys ,2017-12-10,253,882.0,913,492,C,1,P3|1361|2017-12-10,Baseline,253.0,913,0.0,0.0,0.0,913.0,10,Priority First,No Production Required
P3,1362,Fighting video games,2017-12-10,168,1397.0,913,492,C,1,P3|1362|2017-12-10,Baseline,168.0,913,0.0,0.0,0.0,913.0,11,Priority First,No Production Required
P3,1346,Sports Books ,2017-12-17,97,244.0,913,756,C,1,P3|1346|2017-12-17,Baseline,97.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1348,CDs of rock,2017-12-17,0,206.0,913,756,C,1,P3|1348|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1349,Web Camera,2017-12-17,0,232.0,913,756,C,1,P3|1349|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1351,Dell Laptop,2017-12-17,0,387.0,913,756,C,1,P3|1351|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-12-17,0,433.0,913,756,C,1,P3|1352|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1354,DVDs ,2017-12-17,0,438.0,913,756,C,1,P3|1354|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1356,First aid kit,2017-12-17,0,440.0,913,756,C,1,P3|1356|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1358,Rock music,2017-12-17,0,640.0,913,756,C,1,P3|1358|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,8,Priority First,No Production Required
P3,1359,Adult dog supplies,2017-12-17,0,808.0,913,756,C,1,P3|1359|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,9,Priority First,No Production Required
P3,1361,Toys ,2017-12-17,0,629.0,913,756,C,1,P3|1361|2017-12-17,Baseline,0.0,913,0.0,0.0,0.0,913.0,10,Priority First,No Production Required
P3,1362,Fighting video games,2017-12-17,60,1229.0,913,756,C,1,P3|1362|2017-12-17,Baseline,60.0,913,0.0,0.0,0.0,913.0,11,Priority First,No Production Required
P3,1348,CDs of rock,2017-12-24,138,206.0,913,638,C,1,P3|1348|2017-12-24,Baseline,138.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1349,Web Camera,2017-12-24,17,232.0,913,638,C,1,P3|1349|2017-12-24,Baseline,17.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1351,Dell Laptop,2017-12-24,92,387.0,913,638,C,1,P3|1351|2017-12-24,Baseline,92.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-12-24,28,433.0,913,638,C,1,P3|1352|2017-12-24,Baseline,28.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1354,DVDs ,2017-12-24,0,438.0,913,638,C,1,P3|1354|2017-12-24,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1356,First aid kit,2017-12-24,0,440.0,913,638,C,1,P3|1356|2017-12-24,Baseline,0.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1358,Rock music,2017-12-24,0,640.0,913,638,C,1,P3|1358|2017-12-24,Baseline,0.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P3,1359,Adult dog supplies,2017-12-24,0,808.0,913,638,C,1,P3|1359|2017-12-24,Baseline,0.0,913,0.0,0.0,0.0,913.0,8,Priority First,No Production Required
P3,1361,Toys ,2017-12-24,0,629.0,913,638,C,1,P3|1361|2017-12-24,Baseline,0.0,913,0.0,0.0,0.0,913.0,9,Priority First,No Production Required
P3,1362,Fighting video games,2017-12-24,0,1169.0,913,638,C,1,P3|1362|2017-12-24,Baseline,0.0,913,0.0,0.0,0.0,913.0,10,Priority First,No Production Required
P3,1352,Industrial consumer electronics,2017-12-31,118,405.0,913,686,C,1,P3|1352|2017-12-31,Baseline,118.0,913,0.0,0.0,0.0,913.0,1,Priority First,No Production Required
P3,1354,DVDs ,2017-12-31,109,438.0,913,686,C,1,P3|1354|2017-12-31,Baseline,109.0,913,0.0,0.0,0.0,913.0,2,Priority First,No Production Required
P3,1356,First aid kit,2017-12-31,0,440.0,913,686,C,1,P3|1356|2017-12-31,Baseline,0.0,913,0.0,0.0,0.0,913.0,3,Priority First,No Production Required
P3,1358,Rock music,2017-12-31,0,640.0,913,686,C,1,P3|1358|2017-12-31,Baseline,0.0,913,0.0,0.0,0.0,913.0,4,Priority First,No Production Required
P3,1359,Adult dog supplies,2017-12-31,0,808.0,913,686,C,1,P3|1359|2017-12-31,Baseline,0.0,913,0.0,0.0,0.0,913.0,5,Priority First,No Production Required
P3,1361,Toys ,2017-12-31,0,629.0,913,686,C,1,P3|1361|2017-12-31,Baseline,0.0,913,0.0,0.0,0.0,913.0,6,Priority First,No Production Required
P3,1362,Fighting video games,2017-12-31,0,1169.0,913,686,C,1,P3|1362|2017-12-31,Baseline,0.0,913,0.0,0.0,0.0,913.0,7,Priority First,No Production Required
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-01,227,1626.0,1165,263,A,3,P1|191|2017-01-01,Capacity_Disruption_P1_20pct,227.0,932,0.0,0.0,0.0,932.0,1,Priority First,No Production Required
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-01,480,3267.0,1165,263,A,3,P1|365|2017-01-01,Capacity_Disruption_P1_20pct,480.0,932,0.0,0.0,0.0,932.0,2,Priority First,No Production Required
P1,276,Under Armour Women's Ignite Slide,2017-01-01,0,33.0,1165,263,B,2,P1|276|2017-01-01,Capacity_Disruption_P1_20pct,0.0,932,0.0,0.0,0.0,932.0,3,Priority First,No Production Required
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-01,173,658.0,1165,263,B,2,P1|403|2017-01-01,Capacity_Disruption_P1_20pct,173.0,932,0.0,0.0,0.0,932.0,4,Priority First,No Production Required
P1,273,Under Armour Kids' Mercenary Slide,2017-01-01,7,0.0,1165,263,C,1,P1|273|2017-01-01,Capacity_Disruption_P1_20pct,7.0,932,7.0,7.0,0.0,925.0,5,Priority First,Demand Fully Satisfied
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-01,4,0.0,1165,263,C,1,P1|249|2017-01-01,Capacity_Disruption_P1_20pct,4.0,932,4.0,4.0,0.0,921.0,6,Priority First,Demand Fully Satisfied
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-01,3,0.0,1165,263,C,1,P1|282|2017-01-01,Capacity_Disruption_P1_20pct,3.0,932,3.0,3.0,0.0,918.0,7,Priority First,Demand Fully Satisfied
P1,172,Nike Women's Tempo Shorts,2017-01-01,2,22.0,1165,263,C,1,P1|172|2017-01-01,Capacity_Disruption_P1_20pct,2.0,932,0.0,0.0,0.0,918.0,8,Priority First,No Production Required
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-01,2,21.0,1165,263,C,1,P1|235|2017-01-01,Capacity_Disruption_P1_20pct,2.0,932,0.0,0.0,0.0,918.0,9,Priority First,No Production Required
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-01,4,20.0,1165,263,C,1,P1|278|2017-01-01,Capacity_Disruption_P1_20pct,4.0,932,0.0,0.0,0.0,918.0,10,Priority First,No Production Required
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-08,296,1399.0,1165,150,A,3,P1|191|2017-01-08,Capacity_Disruption_P1_20pct,296.0,932,0.0,0.0,0.0,932.0,1,Priority First,No Production Required
P1,365,Perfect Fitness Perfect Rip Deck,2017-01-08,495,2787.0,1165,150,A,3,P1|365|2017-01-08,Capacity_Disruption_P1_20pct,495.0,932,0.0,0.0,0.0,932.0,2,Priority First,No Production Required
P1,276,Under Armour Women's Ignite Slide,2017-01-08,3,33.0,1165,150,B,2,P1|276|2017-01-08,Capacity_Disruption_P1_20pct,3.0,932,0.0,0.0,0.0,932.0,3,Priority First,No Production Required
P1,403,Nike Men's CJ Elite 2 TD Football Cleat,2017-01-08,172,485.0,1165,150,B,2,P1|403|2017-01-08,Capacity_Disruption_P1_20pct,172.0,932,0.0,0.0,0.0,932.0,4,Priority First,No Production Required
P1,172,Nike Women's Tempo Shorts,2017-01-08,15,20.0,1165,150,C,1,P1|172|2017-01-08,Capacity_Disruption_P1_20pct,15.0,932,0.0,0.0,0.0,932.0,5,Priority First,No Production Required
P1,235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-08,8,19.0,1165,150,C,1,P1|235|2017-01-08,Capacity_Disruption_P1_20pct,8.0,932,0.0,0.0,0.0,932.0,6,Priority First,No Production Required
P1,249,Under Armour Women's Micro G Skulpt Running S,2017-01-08,3,21.0,1165,150,C,1,P1|249|2017-01-08,Capacity_Disruption_P1_20pct,3.0,932,0.0,0.0,0.0,932.0,7,Priority First,No Production Required
P1,273,Under Armour Kids' Mercenary Slide,2017-01-08,10,20.0,1165,150,C,1,P1|273|2017-01-08,Capacity_Disruption_P1_20pct,10.0,932,0.0,0.0,0.0,932.0,8,Priority First,No Production Required
P1,278,Under Armour Men's Compression EV SL Slide,2017-01-08,7,16.0,1165,150,C,1,P1|278|2017-01-08,Capacity_Disruption_P1_20pct,7.0,932,0.0,0.0,0.0,932.0,9,Priority First,No Production Required
P1,282,Under Armour Women's Ignite PIP VI Slide,2017-01-08,6,21.0,1165,150,C,1,P1|282|2017-01-08,Capacity_Disruption_P1_20pct,6.0,932,0.0,0.0,0.0,932.0,10,Priority First,No Production Required
P1,191,Nike Men's Free 5.0+ Running Shoe,2017-01-15,241,1103.0,1165,223,A,3,P1|191|2017-01-15,Capacity_Disruption_P1_20pct,241.0,932,0.0,0.0,0.0,932.0,1,Priority First,No Production Required
