Aggregation_Level,Scenario,Plant_ID,Order_Date,Total_Scenario_Demand,Total_Net_Demand,Total_Allocated_Qty,Total_Backlog,Total_Scenario_Capacity,Remaining_Capacity,Capacity_Gap,Service_Level,Capacity_Utilization,Allocation_Rate,Service_Risk,Capacity_Risk,Performance_Status,Status_Reason,Baseline_Scenario,Service_Level_Change,Capacity_Utilization_Change,Backlog_Change,Allocation_Rate_Change
Scenario × Week,Demand_Surge_10pct,,2017-01-29,2901.8,20.1,20.1,0.0,3161.0,3140.9,3140.9,1.0,0.006358747231888643,0.006926735129919361,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-02-05,3074.5,21.900000000000006,21.900000000000006,0.0,3161.0,3139.1,3139.1,1.0,0.006928187282505538,0.007123109448690846,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-02-12,2937.0000000000005,101.4,101.4,0.0,3161.0,3059.6,3059.6,1.0,0.032078456184751664,0.03452502553626149,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-02-19,2937.0,181.60000000000002,181.60000000000002,0.0,3161.0,2979.4,2979.4,1.0,0.05745017399557103,0.06183180115764386,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-02-26,3196.6,43.400000000000006,43.400000000000006,0.0,3161.0,3117.6,3117.6,1.0,0.013729832331540653,0.013576925483326036,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-03-05,2919.4,31.20000000000001,31.20000000000001,0.0,3161.0,3129.8,3129.8,1.0,0.009870294210692823,0.010687127491950403,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-03-12,2971.1000000000004,64.30000000000001,64.30000000000001,0.0,3161.0,3096.7,3096.7,1.0,0.02034166403037014,0.02164181616236411,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-03-19,2939.2000000000003,215.50000000000003,215.50000000000003,0.0,3161.0,2945.5,2945.5,1.0,0.06817462828218919,0.07331927054980948,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-03-26,2761.0,22.6,22.6,0.0,3161.0,3138.4,3138.4,1.0,0.007149636191078773,0.008185440057950018,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-04-02,2897.4,40.400000000000006,40.400000000000006,0.0,3161.0,3120.6,3120.6,1.0,0.012780765580512499,0.0139435355836267,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-04-09,2900.7000000000003,113.1,113.1,0.0,3161.0,3047.9,3047.9,1.0,0.03577981651376146,0.03899058847864308,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-04-16,2806.1000000000004,167.60000000000002,167.60000000000002,0.0,3161.0,2993.4,2993.4,1.0,0.053021195824106304,0.05972702327073162,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-04-23,2983.2000000000003,45.3,45.3,0.0,3161.0,3115.7,3115.7,1.0,0.01433090794052515,0.015185036202735315,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-04-30,2811.600000000001,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-05-07,2809.4000000000005,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-05-14,2655.4,63.50000000000003,63.50000000000003,0.0,3161.0,3097.5,3097.5,1.0,0.020088579563429302,0.023913534684040078,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-05-21,2696.1000000000004,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-05-28,2695.0000000000005,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-06-04,2861.1,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-06-11,2542.1,21.900000000000006,21.900000000000006,0.0,3161.0,3139.1,3139.1,1.0,0.006928187282505538,0.008614924668581096,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-06-18,2466.2000000000007,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-06-25,2775.3,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-07-02,2755.5,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-07-09,2772.0,17.400000000000006,17.400000000000006,0.0,3161.0,3143.6,3143.6,1.0,0.005504587155963305,0.0062770562770562794,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-07-16,2644.4000000000005,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-07-23,2856.7,1.6000000000000005,1.6000000000000005,0.0,3161.0,3159.4,3159.4,1.0,0.0005061689338816832,0.0005600868134560859,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-07-30,2649.9000000000005,14.000000000000004,14.000000000000004,0.0,3161.0,3147.0,3147.0,1.0,0.004428978171464727,0.005283218234650364,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-08-06,2744.5,68.7,68.7,0.0,3161.0,3092.3,3092.3,1.0,0.021733628598544764,0.025031881945709603,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-08-13,2708.2000000000003,43.10000000000001,43.10000000000001,0.0,3161.0,3117.9,3117.9,1.0,0.013634925656437839,0.01591462964330552,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-08-20,2667.500000000001,2.1000000000000014,2.1000000000000014,0.0,3161.0,3158.9,3158.9,1.0,0.0006643467257197094,0.0007872539831302721,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-08-27,2829.2000000000003,48.30000000000001,48.30000000000001,0.0,3161.0,3112.7,3112.7,1.0,0.01527997469155331,0.017071963806022907,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-09-03,2917.2,161.60000000000002,161.60000000000002,0.0,3161.0,2999.4,2999.4,1.0,0.051123062322049995,0.055395584807349525,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-09-10,2715.8999999999996,133.4,133.4,0.0,3161.0,3027.6,3027.6,1.0,0.04220183486238532,0.04911815604403698,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-09-17,2619.1000000000004,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-09-24,2654.3,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-10-01,2637.8000000000006,36.80000000000001,36.80000000000001,0.0,3161.0,3124.2,3124.2,1.0,0.011641885479278713,0.013951019789218288,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-10-08,640.2,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-10-15,526.9000000000001,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-10-22,528.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-10-29,526.9000000000001,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-11-05,528.0,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-11-12,526.9000000000001,0.0,0.0,0.0,2078.0,2078.0,2078.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-11-19,528.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-11-26,526.9000000000001,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-12-03,528.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-12-10,526.9000000000001,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-12-17,528.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-12-24,526.9000000000001,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
Scenario × Week,Demand_Surge_10pct,,2017-12-31,528.0,0.0,0.0,0.0,3161.0,3161.0,3161.0,1.0,0.0,0.0,Healthy,Healthy,Healthy,No backlog and utilization below 100%,,,,,
